LON,LAT,location_type,icon_type,nursery_code,name,physical_street,mailing_street,city,state,zip,phone,fax,email,website,treefruiticon,smallfruiticon,nuticon,suppliesicon,apples,blackberries,blueberries,cherries,currants,elderberries,figs,gooseberries,grapes,jujubes,kiwi,nectarines,pawpaws,peaches,pears,persimmons,plums,raspberries,strawberries,butternuts,chinese_chestnuts,hazelnuts_filberts,heartnuts,hicans,hickory_shagbark,hickory_shellbark,hickory_hybrid,pecan_northern,walnuts_black,walnuts_PersianHardyEnglish,almonds
-79.4853568,36.3190893,nursery_source,F,CN,Century Farm Orchards,1614 Rice Road,P.O. Box 271,Altamahaw,NC,27202,336-349-5709,,david@centuryfarmorchards.com,http://www.centuryfarmorchards.com,./icons/treefruit-icon.png,./icons/none.png,./icons/none.png,./icons/none.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Early Harvest - Enterprise * - Florina - Freedom * - Fuji - Gala - GoldRush * - Granny Smith - Grimes Golden  - Jonagold  (Plant red strains) - King David ** - Liberty * - Mollies Delicious - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Razor Russet - Red Delicious - Redfree * - Red June (Carolina Red June) - Rome - Roxbury Russet - Suncrisp - Yellow Transparent - York (York Imperial) - Rootstocks<br>",,,,,,<b>Figs</b> Celeste<br>,,,,,,,,<b>Pears</b> Kieffer - Moonglow - Seckel - Korean Giant (Olympic) - Niitaka - Rootstocks<br>,,,,,,,,,,,,,,,,
-120.3325145,47.4475002,nursery_source,F,CO,C & O Nursery,1700 N Wenatchee Ave,P.O. Box 116,Wenatchee,WA,98807-0116,509-662-7164,509-662-4519,tree@c-onursery.com,http://www.c-onursery.com,./icons/treefruit-icon.png,./icons/none.png,./icons/none.png,./icons/none.png,<b>Apples</b> (* = disease resistant) Aztec Fuji - September Wonder Fuji - Buckeye Gala (Simmons Cultivar) - Pacific Gala - Granny Smith - Honeycrisp - Royal Red Honeycrisp - RubyMac - Pink Lady (Cripps Pink) - Barnsby Cultivar - Rootstocks<br>,,,<b>Cherries</b> Black Pearl - Regina - Sam - Montmorency - Rootstocks<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.5484167,42.4714365,nursery_source,F,CU,Cummins Nursery,1408 Trumansburg Road,,Ithaca,NY,14850,607-269-7664,607-227-1799,cumminsnursery@gmail.com,http://www.cumminsnursery.com,./icons/treefruit-icon.png,./icons/none.png,./icons/none.png,./icons/none.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Enterprise * - Fuji - GoldRush * - Honeycrisp - Jonagold  (Plant red strains) - King David ** - Liberty * - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Pristine * - Sir Prize * - Suncrisp - Sundance * - Sundowner - WineCrisp * - Yellow Transparent - Zestar! - Rootstocks<br>",,,<b>Cherries</b> Black Gold - Black Pearl - Hedelfingen - White Gold - Balaton - Danube - Montmorency<br>,,,,,,,,<b>Nectarines:</b> Easternglo<br>,,<b>Peaches</b> Autumnstar - Bounty - Candor - Contender - Coralstar - Cresthaven - Desiree - Early Redhaven - Earlystar - Garnet Beauty  - Glohaven - Glowingstar - Harrow Diamond - Intrepid - John Boy - Laurol - Loring - Madison - PF 1 Flamin' Fury - PF 15A Flamin' Fury - PF 17 Flamin'Fury - PF 19-007 Flamin' Fury - PF 23 Flamin' Fury - PF 24C Flamin' Fury - PF 25 Flamin' Fury - PF 28-007 Flamin' Fury - PF 5D Big Flamin' Fury - PF Big George Flamin'Fury - PF 8 Ball Flamin' Fury - PF Lucky 13 Flamin' Fury - Redhaven - Redskin - Reliance - Risingstar - Sentry - Blushingstar - N.J. 252 - Raritan Rose - BuenOs II - Galaxy - Saturn - TangOs II<br>,<b>Pears</b> Blake's Pride - Potomac - Seckel - Shenandoah - Sunrise - Niitaka - Shinko - Rootstocks<br>,,<b>Plums</b> Methley - Ozark Premier - Santa Rosa - Shiro - Bluebyrd - Blues Jam - Castleton - Damson - Empress - Kenmore (NY9) - Long John - Oullins Golden Gage - President - Seneca - Stanley - Valor - Victory - Vision - Rootstocks<br>,,,,,,,,,,,,,,
-93.4041844,35.5227645,nursery_source,F,CX,Cox Berry Farm & Nursery,1081 Hwy 818,,Clarksville,AR,72830,479-754-3707,,,http://www.coxberryfarm.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,<b>Blackberries</b> Apache - Natchez - Osage - Ouachita<br>,,,,,,,,,,,,<b>Peaches</b> Allstar - Glohaven - July Prince - PF 15A Flamin' Fury - Redhaven - Starfire<br>,,,,,,,,,,,,,,,,,
-86.1150312,42.0525622,nursery_source,F,DA,Daisy Farms,28355 M-152,,Dowagiac,MI,49047,269-782-6321,269-782-7131,daisyfarms@qtm.net,http://www.daisyfarms.net,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,<b>Blackberries</b> Triple Crown<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Blueray - Draper - Duke - Elliott<br>,,,,,<b>Gooseberries</b> Captivator - Hinnomaki Red - Invicta - Pixwell<br>,<b>Grapes</b> Concord<br>,,,,,,,,,<b>Raspberries</b> Jewel - Heritage<br>,<b>Strawberries</b> Allstar - Cavendish - Chandler - Earliglow - Honeoye - Jewel - Redchief - AC Wendy - Albion<br>,,,,,,,,,,,,
-86.2851268,42.3666272,nursery_source,F,DG,DeGrandchamp Farms,76241 14th Ave,,South Haven,Mi,49090,269-637-3915,,info@degrandchamps.com,http://www.degrandchamps.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,,<b>Blueberries</b> (* = wholesale only) Aurora - Bluecrop - Bluejay - Blueray - Draper - Duke - Elliott - Jersey - Legacy - Liberty - Nelson - Patriot - Spartan<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2962453,42.447592,nursery_source,F,DV,Double A Vineyards,10277 Christy Road,,Fredonia,NY,14063,716-672-8493,716-679-3442,,http://www.doubleavineyards.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/supplies-icon.png,,<b>Blackberries</b> Ouachita - Chester - Triple Crown<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Duke - Earliblue - Jersey<br>,,<b>Currants</b> Consort - White Imperial<br>,<b>Elderberries</b> Adams #1 - Johns - Nova - Wyldewood 1 - York<br>,,<b>Gooseberries</b> Hinnomaki Red - Pixwell<br>,<b>Grapes</b> Chancellor - Concord - Frontenac - Geneva Red (GR-7) - Marechal Foch - Noiret (NY73.0136.17) - Norton (Cynthiana) - Regent - St. Vincent - Aromella (NY76.0844.24) - Catawba - Chardonel - Diamond - Niagara - Opportunity - Seyval blanc - Traminette - Vidal blanc - Vignoles - Villard blanc - Buffalo - Concord - Jupiter - Marquis - Mars - Reliance<br>,,,,,,,,,<b>Raspberries</b> Killarney - Latham - Nova - Prelude - Bristol  - Jewel - BP-1 - Caroline - Heritage - Himbo Top - Joan J - Polana - Anne - Niwot<br>,,,,,,,,,,,,,
-78.8579133,37.9513137,nursery_source,F,ED,Edible Landscaping,361 Spirit Ridge Lane,,Afton,VA,22920,434-361-9134,434-361-1916,info@ediblelandscaping.com,http://www.ediblelandscaping.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Enterprise * - King David ** - Liberty * - Pristine *<br>",<b>Blackberries</b> Kiowa - Triple Crown<br>,<b>Blueberries</b> (* = wholesale only) Draper - Legacy - Reka - Arlen - Star - Climax<br>,<b>Cherries</b> Kristin - Sam - White Gold - Montmorency<br>,,<b>Elderberries</b> Adams #1 - Bob Gordon - Johns - Nova<br>,,<b>Gooseberries</b> Black Velvet - Hinnomaki Red - Invicta - Jahns Prairie - Jeanne<br>,<b>Grapes</b> Concord - Cynthiana - Norton (Cynthiana) - Niagara - Villard blanc - Concord - Mars<br>,<b>JuJubes</b> Honey Jar - Li  - SO - Sugar Cane<br>,<b>Kiwi</b> Anna Hardy Female - Arbor-eat-um NA-7 Hardy Female - Dumbarton Oaks Hardy Female - Fifty five Hardy Female - Fortyniner Hardy Female - Geneva Hardy Female - Hardy Meader Male - Issai Hardy Female - Kens Red Hardy Female - Meyer's Cordifolia Hardy Female - MSU Female - 74-32 Hardy Male - 74-46 Hardy Male<br>,,<b>Pawpaws</b> Allegheny - Mango - NC-1 - Overleese - Potomac - Shenandoah - Susquehanna - Wabash<br>,<b>Peaches</b> Redhaven - Belle of Georgia<br>,<b>Pears</b> Blake's Pride - Honeysweet - Potomac - Shenandoah - Korean Giant (Olympic)<br>,<b>Persimmons</b> Meader - Prok - Rosseyanka (Asian-American Hybrid) - Weber - Yates<br>,<b>Plums</b> Methley - President - Stanley<br>,<b>Raspberries</b> Jewel - Caroline - Heritage<br>,<b>Strawberries</b> Chandler - Earliglow - Sweet Charlie<br>,,,<b>Hazelnuts & Filberts</b> Dorris - Felix - Jefferson - McDonald - Poly O Fllbert - Wepster - Yamhill - York<br>,,,,,,<b>Northern Pecan</b> Hardy - Kanza<br>,,,
-119.291147,35.6151117,nursery_source,F,EM,Early Morning Fruit Nursery,30135 McCombs Road,,Wasco,CA,93280,845-249-9004,,,http://www.earlymorningnursery.com,./icons/treefruit-icon.png,./icons/none.png,./icons/none.png,./icons/none.png,<b>Apples</b> (* = disease resistant) Bakers Delight - Crunch-A-Bunch - Pixie Crunch * - Sundance * - Rootstocks<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.104303,37.521375,nursery_source,F,EN,England's Orchard and Nursery,2338 Highway 2004,,McKee,KY,40447-8342,606-965-2228,,nuttrees@prtcnet.org,http://www.nuttrees.net,./icons/treefruit-icon.png,./icons/none.png,./icons/nut-icon.png,./icons/supplies-icon.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Empire - Grimes Golden  - Liberty * - Priscilla *<br>",,,,,,,,,<b>JuJubes</b> Chico - Ga-866 - Honey Jar - Lang - Li  - Sherwood - SO - Sugar Cane<br>,,,<b>Pawpaws</b> Allegheny - Jerry's Delight - KSU - Benson - KSU - Chappell  - Maria's Joy - Potomac - Shenandoah - Summer Delight - Susquehanna - Tallahatchie - Wabash - Premium Seed<br>,,<b>Pears</b> Korean Giant (Olympic)<br>,<b>Persimmons</b> Barbra's Blush - Celebrity - Claypool - David's Candy (Hybrid) - Deer Candy - Deer Magnet - Dollywood - Early Golden - Elmo A-118 - H-63A - Kasandra (Asian-American Hybrid) - Lehman's Delight - Mohler - Osage - Prok - Wonderful - Yates<br>,,,,,,<b>Hazelnuts & Filberts</b> Felix - Jefferson - Sacajawea<br>,,,,,,<b>Northern Pecan</b> Kanza - Mandan<br>,,,<b>Almonds:</b> Javid's Iranian<br>
-122.8106051,43.9578581,nursery_source,F,FC,Fall Creek Farm & Nursery,39218 Jasper-Lowell Road,,Lowell,OR,97452,541-937-2973,541-937-2973,,http://www.fallcreeknursery.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/supplies-icon.png,,,<b>Blueberries</b> (* = wholesale only) Aurora - Bluecrop - Bluegold - Draper - Duke - Elliott - Legacy - Liberty - Misty - Star<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.1067103,35.8207741,nursery_source,F,FI,Finch Blueberry Nursery,5714 Finch Nursery Lane,P.O. Box 699,Bailey,NC,27807,252-235-4664,252-235-2411,finchnursery@earthlink.net,http://www.finchblueberrynursery.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,,<b>Blueberries</b> (* = wholesale only) Bluecrop - Bluegold - Bluejay - Blueray - Chandler - Duke - Echota - Elliott - Jersey - Legacy - Patriot - Spartan - Arlen - Misty - Pamlico - Sampson - Brightwell - Climax - Delite - Onslow<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-90.7850179,39.1457322,nursery_source,F,FK,Forrest Keeling Nursery,88 Forrest Keeling Lane,,Elsberry,MO,63343,800-356-2401,,info@fknursery.com,http://www.fknursery.com,./icons/treefruit-icon.png,./icons/none.png,./icons/nut-icon.png,./icons/none.png,,,,,,,,,,,,,<b>Pawpaws</b> Allegheny - Mango - NC-1 - Overleese - Pennsylvania Golden - Potomac - Shenandoah - Sunflower - Susquehanna - Wabash<br>,,,,,,,,<b>Chinese Chestnuts</b> Eaton River - Qing - Sleeping Giant<br>,,,,,,,,,,
-85.8867181,35.3151579,nursery_source,F,FT,Freedom Tree Farms,1147 US-41,P.O. Box 69,Pelham,TN,37366,931-467-3600,,sales@freedomtreefarms.com,http://www.freedomtreefarms.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/supplies-icon.png,<b>Apples</b> (* = disease resistant) Fuji - Gala - Golden Delicious (Yellow Delicious) - Granny Smith - Honeycrisp<br>,<b>Blackberries</b> Apache - Ouachita - Triple Crown<br>,<b>Blueberries</b> (* = wholesale only) Brigitta - Duke - Jersey - Patriot - Brightwell - Climax<br>,,,,<b>Figs</b> Celeste<br>,,<b>Grapes</b> Concord - Mars<br>,,,,,<b>Peaches</b> Contender - Cresthaven - July Prince - Redhaven - Redskin<br>,<b>Pears</b> Ayers - Kieffer - Moonglow<br>,,,<b>Raspberries</b> Heritage<br>,,,,,,,,,,,,,
-82.3724258,43.0127594,nursery_source,F,GI,Grimo Nut Nursery,979 Lakeshore Road,R.R. 3 Niagara-On-The-Lake,Ontario,Canada,LOD 1JO,905-934-6887,905-935-6687,nuttrees@grimonut.com,http://www.grimonut.com,./icons/treefruit-icon.png,./icons/none.png,./icons/nut-icon.png,./icons/supplies-icon.png,,,,,,,<b>Figs</b> Chicago Hardy<br>,,,,,,,,,<b>Persimmons</b> Yates<br>,,,,<b>Butternuts</b> Beckwith - Kenworthy<br>,,,<b>Heartnuts</b> Grimo  - Imshu - Simcoe - Stealth<br>,<b>Hicans</b> Burton<br>,<b>Shagbark Hickory</b> Grainger - J. Yoder #1 - Porter - Weschcke<br>,<b>Shellbark Hickory</b> Fayette - Henry - Keystone<br>,,,,,
-86.308356,42.1861494,nursery_source,F,GO,Grandpa's Orchard LLC ,P.O. Box 773,P.O. Box 773,Coloma,MI,49038,877-800-0077,269-468-6510,customercare@grandpasorchard.com,http://www.grandpasorchard.com,./icons/treefruit-icon.png,./icons/none.png,./icons/none.png,./icons/none.png,"<b>Apples</b> (* = disease resistant) Ambrosia - Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Blondee - Cameo  - Cortland - Crimson Crisp * - Empire - Enterprise * - Fuji - Auvil Early Fuji - Gala - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Grimes Golden  - Honeycrisp - Royal Red Honeycrisp - Jonagored - Jonathan (Plant red strains) - King David ** - Liberty * - Lodi - Melrose - Mutsu (Crispin) - Nittany - Pink Lady (Cripps Pink) - Lady in Red - Red Delicious - Redfield ** - Rome - Roxbury Russet - Zestar!<br>",,,<b>Cherries</b> Black Gold - Black Pearl - Regina - Sam - White Gold - Balaton - Danube - Montmorency<br>,,,,,,,,<b>Nectarines:</b> Fantasia - Firebrite - Flavortop - Hardired - Red Gold - Arctic Glo<br>,,<b>Peaches</b> Allstar - Autumnstar - Canadian Harmony - Contender - Coralstar - Cresthaven - Desiree - Earlystar - Encore - Glenglo - Glohaven - Gloria - Glowingstar - Loring - Madison - Messina - PF 23 Flamin' Fury - PF 27A Flamin' Fury - PF 28-007 Flamin' Fury - PF 5D Big Flamin' Fury - PF Big George Flamin'Fury - PF 9A-007 Flamin' Fury - PF Lucky 13 Flamin' Fury - Redhaven - Redskin - Risingstar - Starfire - Sweet-N-Up - Belle of Georgia - Blushingstar - Raritan Rose - Galaxy - Saturn<br>,<b>Pears</b> Blake's Pride - Potomac - Seckel - Shenandoah - Sunrise - Shinko<br>,,<b>Plums</b> Methley - Ruby Queen - Santa Rosa - Shiro - Bluebyrd - Kenmore (NY9) - Long John - President - Stanley - Valor - Victory<br>,,,,,,,,,,,,,,
-84.8641178,39.1125572,nursery_source,F,GU,Gurney's Seed & Nursery Co,P.O. Box 4178,P.O. Box 4178,Greendale,IN,47025-4178,513-354-1491,513-354-1493,,http://www.gurneys.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/nut-icon.png,./icons/supplies-icon.png,<b>Apples</b> (* = disease resistant) Arkansas Black - Bakers Delight - Crunch-A-Bunch - Fuji - Gala - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Honeycrisp - Liberty * - Pixie Crunch * - Pristine * - Sundance *<br>,<b>Blackberries</b> Apache - Natchez - Ouachita - Triple Crown - Black Magic<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Chandler - Jersey - Patriot - Reka - Titan<br>,,,,<b>Figs</b> Celeste - Chicago Hardy<br>,,,,,<b>Nectarines:</b> Mericrest - Yumm Yumm<br>,,<b>Peaches</b> Contender - Reliance - Belle of Georgia - Flat Wonderful<br>,<b>Pears</b> Crisp 'n Sweet - Honeysweet - Moonglow - Korean Giant (Olympic)<br>,,<b>Plums</b> Blue Damson - Stanley<br>,<b>Raspberries</b> Boyne - Latham - Nova - Prelude - Jewel - Caroline - Crimson Night - Heritage - Anne<br>,<b>Strawberries</b> Allstar - Chandler - Earliglow - Flavorfest - Honeoye - Jewel - Albion - Ft. Laramie<br>,,,,,,,,,,,,
